National Dex Number,Pokemon Name,Pokemon Pic URL,Pokemon Types,Abilities,"Base Stats (HP, Atk, Def, SpA, SpD, Speed)"
#0116,Horsea,https://www.serebii.net/pokedex-sv/icon/new/116.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Swift Swim', 'Sniper', 'Damp']","['30', '40', '70', '70', '25', '60']"
#0117,Seadra,https://www.serebii.net/pokedex-sv/icon/new/117.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Poison Point', 'Sniper', 'Damp']","['55', '65', '95', '95', '45', '85']"
#0118,Goldeen,https://www.serebii.net/pokedex-sv/icon/new/118.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Swift Swim', 'Water Veil', 'Lightning Rod']","['45', '67', '60', '35', '50', '63']"
#0119,Seaking,https://www.serebii.net/pokedex-sv/icon/new/119.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Swift Swim', 'Water Veil', 'Lightning Rod']","['80', '92', '65', '65', '80', '68']"
#0120,Staryu,https://www.serebii.net/pokedex-sv/icon/new/120.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Illuminate', 'Natural Cure', 'Analytic']","['30', '45', '55', '70', '55', '85']"
#0121,Starmie,https://www.serebii.net/pokedex-sv/icon/new/121.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Illuminate', 'Natural Cure', 'Analytic']","['60', '75', '85', '100', '85', '115']"
#0122,Mr. Mime,https://www.serebii.net/pokedex-sv/icon/new/122.png,"['https://www.serebii.net/pokedex-bw/type/psychic.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Soundproof', 'Filter', 'Technician']","['40', '45', '65', '100', '120', '90']"
#0123,Scyther,https://www.serebii.net/pokedex-sv/icon/new/123.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Swarm', 'Technician', 'Steadfast']","['70', '110', '80', '55', '80', '105']"
#0124,Jynx,https://www.serebii.net/pokedex-sv/icon/new/124.png,"['https://www.serebii.net/pokedex-bw/type/ice.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Oblivious', 'Forewarn', 'Dry Skin']","['65', '50', '35', '115', '95', '95']"
#0125,Electabuzz,https://www.serebii.net/pokedex-sv/icon/new/125.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Static', 'Vital Spirit']","['65', '83', '57', '95', '85', '105']"
#0126,Magmar,https://www.serebii.net/pokedex-sv/icon/new/126.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Flame Body', 'Vital Spirit']","['65', '95', '57', '100', '85', '93']"
#0127,Pinsir,https://www.serebii.net/pokedex-sv/icon/new/127.png,['https://www.serebii.net/pokedex-bw/type/bug.gif'],"['Hyper Cutter', 'Mold Breaker', 'Moxie']","['65', '125', '100', '55', '70', '85']"
#0128,Tauros,https://www.serebii.net/pokedex-sv/icon/new/128.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Intimidate', 'Anger Point', 'Sheer Force']","['75', '100', '95', '40', '70', '110']"
#0129,Magikarp,https://www.serebii.net/pokedex-sv/icon/new/129.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Swift Swim', 'Rattled']","['20', '10', '55', '15', '20', '80']"
#0130,Gyarados,https://www.serebii.net/pokedex-sv/icon/new/130.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Intimidate', 'Moxie']","['95', '125', '79', '60', '100', '81']"
#0131,Lapras,https://www.serebii.net/pokedex-sv/icon/new/131.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/ice.gif']","['Water Absorb', 'Shell Armor', 'Hydration']","['130', '85', '80', '85', '95', '60']"
#0132,Ditto,https://www.serebii.net/pokedex-sv/icon/new/132.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Limber', 'Imposter']","['48', '48', '48', '48', '48', '48']"
#0133,Eevee,https://www.serebii.net/pokedex-sv/icon/new/133.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Run Away', 'Adaptability', 'Anticipation']","['55', '55', '50', '45', '65', '55']"
#0134,Vaporeon,https://www.serebii.net/pokedex-sv/icon/new/134.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Water Absorb', 'Hydration']","['130', '65', '60', '110', '95', '65']"
#0135,Jolteon,https://www.serebii.net/pokedex-sv/icon/new/135.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Volt Absorb', 'Quick Feet']","['65', '65', '60', '110', '95', '130']"
#0136,Flareon,https://www.serebii.net/pokedex-sv/icon/new/136.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Flash Fire', 'Guts']","['65', '130', '60', '95', '110', '65']"
#0137,Porygon,https://www.serebii.net/pokedex-sv/icon/new/137.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Trace', 'Download', 'Analytic']","['65', '60', '70', '85', '75', '40']"
#0138,Omanyte,https://www.serebii.net/pokedex-sv/icon/new/138.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Swift Swim', 'Shell Armor', 'Weak Armor']","['35', '40', '100', '90', '55', '35']"
#0139,Omastar,https://www.serebii.net/pokedex-sv/icon/new/139.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Swift Swim', 'Shell Armor', 'Weak Armor']","['70', '60', '125', '115', '70', '55']"
#0140,Kabuto,https://www.serebii.net/pokedex-sv/icon/new/140.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Swift Swim', 'Battle Armor', 'Weak Armor']","['30', '80', '90', '55', '45', '55']"
#0141,Kabutops,https://www.serebii.net/pokedex-sv/icon/new/141.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Swift Swim', 'Battle Armor', 'Weak Armor']","['60', '115', '105', '65', '70', '80']"
#0142,Aerodactyl,https://www.serebii.net/pokedex-sv/icon/new/142.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Rock Head', 'Pressure', 'Unnerve']","['80', '105', '65', '60', '75', '130']"
#0143,Snorlax,https://www.serebii.net/pokedex-sv/icon/new/143.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Immunity', 'Thick Fat', 'Gluttony']","['160', '110', '65', '65', '110', '30']"
#0144,Articuno,https://www.serebii.net/pokedex-sv/icon/new/144.png,"['https://www.serebii.net/pokedex-bw/type/ice.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Pressure', 'Snow Cloak']","['90', '85', '100', '95', '125', '85']"
#0145,Zapdos,https://www.serebii.net/pokedex-sv/icon/new/145.png,"['https://www.serebii.net/pokedex-bw/type/electric.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Pressure', 'Static']","['90', '90', '85', '125', '90', '100']"
#0146,Moltres,https://www.serebii.net/pokedex-sv/icon/new/146.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Pressure', 'Flame Body']","['90', '100', '90', '125', '85', '90']"
#0147,Dratini,https://www.serebii.net/pokedex-sv/icon/new/147.png,['https://www.serebii.net/pokedex-bw/type/dragon.gif'],"['Shed Skin', 'Marvel Scale']","['41', '64', '45', '50', '50', '50']"
#0148,Dragonair,https://www.serebii.net/pokedex-sv/icon/new/148.png,['https://www.serebii.net/pokedex-bw/type/dragon.gif'],"['Shed Skin', 'Marvel Scale']","['61', '84', '65', '70', '70', '70']"
#0149,Dragonite,https://www.serebii.net/pokedex-sv/icon/new/149.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Inner Focus', 'Multiscale']","['91', '134', '95', '100', '100', '80']"
#0150,Mewtwo,https://www.serebii.net/pokedex-sv/icon/new/150.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],"['Pressure', 'Unnerve']","['106', '110', '90', '154', '90', '130']"
#0151,Mew,https://www.serebii.net/pokedex-sv/icon/new/151.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],['Synchronize'],"['100', '100', '100', '100', '100', '100']"
#0152,Chikorita,https://www.serebii.net/pokedex-sv/icon/new/152.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Overgrow', 'Leaf Guard']","['45', '49', '65', '49', '65', '45']"
#0153,Bayleef,https://www.serebii.net/pokedex-sv/icon/new/153.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Overgrow', 'Leaf Guard']","['60', '62', '80', '63', '80', '60']"
#0154,Meganium,https://www.serebii.net/pokedex-sv/icon/new/154.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Overgrow', 'Leaf Guard']","['80', '82', '100', '83', '100', '80']"
#0155,Cyndaquil,https://www.serebii.net/pokedex-sv/icon/new/155.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Blaze', 'Flash Fire']","['39', '52', '43', '60', '50', '65']"
#0156,Quilava,https://www.serebii.net/pokedex-sv/icon/new/156.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Blaze', 'Flash Fire']","['58', '64', '58', '80', '65', '80']"
#0157,Typhlosion,https://www.serebii.net/pokedex-sv/icon/new/157.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Blaze', 'Flash Fire']","['78', '84', '78', '109', '85', '100']"
#0158,Totodile,https://www.serebii.net/pokedex-sv/icon/new/158.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Sheer Force']","['50', '65', '64', '44', '48', '43']"
#0159,Croconaw,https://www.serebii.net/pokedex-sv/icon/new/159.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Sheer Force']","['65', '80', '80', '59', '63', '58']"
#0160,Feraligatr,https://www.serebii.net/pokedex-sv/icon/new/160.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Sheer Force']","['85', '105', '100', '79', '83', '78']"
#0161,Sentret,https://www.serebii.net/pokedex-sv/icon/new/161.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Run Away', 'Keen Eye', 'Frisk']","['35', '46', '34', '35', '45', '20']"
#0162,Furret,https://www.serebii.net/pokedex-sv/icon/new/162.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Run Away', 'Keen Eye', 'Frisk']","['85', '76', '64', '45', '55', '90']"
#0163,Hoothoot,https://www.serebii.net/pokedex-sv/icon/new/163.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Insomnia', 'Keen Eye', 'Tinted Lens']","['60', '30', '30', '36', '56', '50']"
#0164,Noctowl,https://www.serebii.net/pokedex-sv/icon/new/164.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Insomnia', 'Keen Eye', 'Tinted Lens']","['100', '50', '50', '86', '96', '70']"
#0165,Ledyba,https://www.serebii.net/pokedex-sv/icon/new/165.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Swarm', 'Early Bird', 'Rattled']","['40', '20', '30', '40', '80', '55']"
#0166,Ledian,https://www.serebii.net/pokedex-sv/icon/new/166.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Swarm', 'Early Bird', 'Iron Fist']","['55', '35', '50', '55', '110', '85']"
#0167,Spinarak,https://www.serebii.net/pokedex-sv/icon/new/167.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']","['Swarm', 'Insomnia', 'Sniper']","['40', '60', '40', '40', '40', '30']"
#0168,Ariados,https://www.serebii.net/pokedex-sv/icon/new/168.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']","['Swarm', 'Insomnia', 'Sniper']","['70', '90', '70', '60', '70', '40']"
#0169,Crobat,https://www.serebii.net/pokedex-sv/icon/new/169.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Inner Focus', 'Infiltrator']","['85', '90', '80', '70', '80', '130']"
#0170,Chinchou,https://www.serebii.net/pokedex-sv/icon/new/170.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/electric.gif']","['Volt Absorb', 'Illuminate', 'Water Absorb']","['75', '38', '38', '56', '56', '67']"
#0171,Lanturn,https://www.serebii.net/pokedex-sv/icon/new/171.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/electric.gif']","['Volt Absorb', 'Illuminate', 'Water Absorb']","['125', '58', '58', '76', '76', '67']"
#0172,Pichu,https://www.serebii.net/pokedex-sv/icon/new/172.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Static', 'Lightning Rod']","['20', '40', '15', '35', '35', '60']"
#0173,Cleffa,https://www.serebii.net/pokedex-sv/icon/new/173.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Cute Charm', 'Magic Guard', 'Friend Guard']","['50', '25', '28', '45', '55', '15']"
#0174,Igglybuff,https://www.serebii.net/pokedex-sv/icon/new/174.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Cute Charm', 'Competitive', 'Friend Guard']","['90', '30', '15', '40', '20', '15']"
#0175,Togepi,https://www.serebii.net/pokedex-sv/icon/new/175.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Hustle', 'Serene Grace', 'Super Luck']","['35', '20', '65', '40', '65', '20']"
#0176,Togetic,https://www.serebii.net/pokedex-sv/icon/new/176.png,"['https://www.serebii.net/pokedex-bw/type/fairy.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Hustle', 'Serene Grace', 'Super Luck']","['55', '40', '85', '80', '105', '40']"
#0177,Natu,https://www.serebii.net/pokedex-sv/icon/new/177.png,"['https://www.serebii.net/pokedex-bw/type/psychic.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Synchronize', 'Early Bird', 'Magic Bounce']","['40', '50', '45', '70', '45', '70']"
#0178,Xatu,https://www.serebii.net/pokedex-sv/icon/new/178.png,"['https://www.serebii.net/pokedex-bw/type/psychic.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Synchronize', 'Early Bird', 'Magic Bounce']","['65', '75', '70', '95', '70', '95']"
#0179,Mareep,https://www.serebii.net/pokedex-sv/icon/new/179.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Static', 'Plus']","['55', '40', '40', '65', '45', '35']"
#0180,Flaaffy,https://www.serebii.net/pokedex-sv/icon/new/180.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Static', 'Plus']","['70', '55', '55', '80', '60', '45']"
#0181,Ampharos,https://www.serebii.net/pokedex-sv/icon/new/181.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Static', 'Plus']","['90', '75', '85', '115', '90', '55']"
#0182,Bellossom,https://www.serebii.net/pokedex-sv/icon/new/182.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Chlorophyll', 'Healer']","['75', '80', '95', '90', '100', '50']"
#0183,Marill,https://www.serebii.net/pokedex-sv/icon/new/183.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Thick Fat', 'Huge Power', 'Sap Sipper']","['70', '20', '50', '20', '50', '40']"
#0184,Azumarill,https://www.serebii.net/pokedex-sv/icon/new/184.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Thick Fat', 'Huge Power', 'Sap Sipper']","['100', '50', '80', '60', '80', '50']"
#0185,Sudowoodo,https://www.serebii.net/pokedex-sv/icon/new/185.png,['https://www.serebii.net/pokedex-bw/type/rock.gif'],"['Sturdy', 'Rock Head', 'Rattled']","['70', '100', '115', '30', '65', '30']"
#0186,Politoed,https://www.serebii.net/pokedex-sv/icon/new/186.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Water Absorb', 'Damp', 'Drizzle']","['90', '75', '75', '90', '100', '70']"
#0187,Hoppip,https://www.serebii.net/pokedex-sv/icon/new/187.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']","['35', '35', '40', '35', '55', '50']"
#0188,Skiploom,https://www.serebii.net/pokedex-sv/icon/new/188.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']","['55', '45', '50', '45', '65', '80']"
#0189,Jumpluff,https://www.serebii.net/pokedex-sv/icon/new/189.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']","['75', '55', '70', '55', '95', '110']"
#0190,Aipom,https://www.serebii.net/pokedex-sv/icon/new/190.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Run Away', 'Pickup', 'Skill Link']","['55', '70', '55', '40', '55', '85']"
#0191,Sunkern,https://www.serebii.net/pokedex-sv/icon/new/191.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Chlorophyll', 'Solar Power', 'Early Bird']","['30', '30', '30', '30', '30', '30']"
#0192,Sunflora,https://www.serebii.net/pokedex-sv/icon/new/192.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Chlorophyll', 'Solar Power', 'Early Bird']","['75', '75', '55', '105', '85', '30']"
#0193,Yanma,https://www.serebii.net/pokedex-sv/icon/new/193.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Speed Boost', 'Compoundeyes', 'Frisk']","['65', '65', '45', '75', '45', '95']"
#0194,Wooper,https://www.serebii.net/pokedex-sv/icon/new/194.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Damp', 'Water Absorb', 'Unaware']","['55', '45', '45', '25', '25', '15']"
#0195,Quagsire,https://www.serebii.net/pokedex-sv/icon/new/195.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Damp', 'Water Absorb', 'Unaware']","['95', '85', '85', '65', '65', '35']"
#0196,Espeon,https://www.serebii.net/pokedex-sv/icon/new/196.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],"['Synchronize', 'Magic Bounce']","['65', '65', '60', '130', '95', '110']"
#0197,Umbreon,https://www.serebii.net/pokedex-sv/icon/new/197.png,['https://www.serebii.net/pokedex-bw/type/dark.gif'],"['Synchronize', 'Inner Focus']","['95', '65', '110', '60', '130', '65']"
#0198,Murkrow,https://www.serebii.net/pokedex-sv/icon/new/198.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Insomnia', 'Super Luck', 'Prankster']","['60', '85', '42', '85', '42', '91']"
#0199,Slowking,https://www.serebii.net/pokedex-sv/icon/new/199.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Oblivious', 'Own Tempo', 'Regenerator']","['95', '75', '80', '100', '110', '30']"
#0200,Misdreavus,https://www.serebii.net/pokedex-sv/icon/new/200.png,['https://www.serebii.net/pokedex-bw/type/ghost.gif'],['Levitate'],"['60', '60', '60', '85', '85', '85']"
#0201,Unown,https://www.serebii.net/pokedex-sv/icon/new/201.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],['Levitate'],"['48', '72', '48', '72', '48', '48']"
#0202,Wobbuffet,https://www.serebii.net/pokedex-sv/icon/new/202.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],"['Shadow Tag', 'Telepathy']","['190', '33', '58', '33', '58', '33']"
